subscription_id,customer_id,plan_id,billing_cycle,start_date,end_date,status
S0501,C0482,3,Annual,2025-06-27,,Active
S0502,C0483,1,Monthly,2026-01-30,2026-05-30,Churned
S0503,C0484,1,Monthly,2025-08-18,,Active
S0504,C0485,2,Monthly,2025-01-23,,Active
S0505,C0486,2,Annual,2025-10-29,,Active
S0506,C0487,3,Monthly,2025-11-24,2026-05-24,Upgraded
S0507,C0487,4,Monthly,2026-05-24,,Active
S0508,C0488,2,Monthly,2025-06-09,2025-11-09,Churned
S0509,C0489,1,Monthly,2026-01-05,2026-02-05,Churned
S0510,C0490,4,Annual,2026-01-04,,Active
S0511,C0491,1,Monthly,2026-02-25,,Active
S0512,C0492,2,Annual,2026-01-18,,Active
S0513,C0493,4,Annual,2026-01-10,,Active
S0514,C0494,4,Annual,2025-08-11,,Active
S0515,C0495,1,Monthly,2026-03-09,2026-05-09,Churned
S0516,C0496,1,Monthly,2025-12-25,2026-06-25,Churned
S0517,C0497,2,Annual,2025-10-19,,Active
S0518,C0498,1,Annual,2026-01-28,,Active
S0519,C0499,3,Annual,2025-09-10,,Active
S0520,C0500,2,Annual,2025-11-15,,Active
S0521,C0501,1,Monthly,2026-03-04,,Active
S0522,C0502,2,Monthly,2026-05-31,,Active
S0523,C0503,3,Monthly,2026-05-16,,Active
S0524,C0504,3,Monthly,2025-11-17,2025-12-17,Churned
S0525,C0505,1,Monthly,2025-12-13,2026-02-13,Churned
S0526,C0506,1,Monthly,2026-04-09,2026-06-09,Churned
S0527,C0507,1,Monthly,2025-08-30,2025-10-30,Churned
S0528,C0508,2,Annual,2026-04-15,,Active
S0529,C0509,3,Monthly,2025-11-21,,Active
S0530,C0510,3,Annual,2025-03-02,,Active
S0531,C0511,4,Monthly,2025-02-08,,Active
S0532,C0512,2,Monthly,2026-04-25,,Active
S0533,C0513,4,Monthly,2025-02-03,,Active
S0534,C0514,1,Monthly,2025-07-04,2025-09-04,Churned
S0535,C0515,2,Monthly,2025-08-26,2026-01-26,Churned
S0536,C0516,2,Annual,2025-05-10,,Active
S0537,C0517,3,Monthly,2025-08-09,,Active
S0538,C0518,3,Monthly,2026-03-18,,Active
S0539,C0519,1,Monthly,2025-01-07,2025-11-07,Churned
S0540,C0520,4,Monthly,2026-04-02,,Active
S0541,C0521,4,Annual,2026-04-01,,Active
S0542,C0522,4,Annual,2025-09-03,,Active
S0543,C0523,2,Monthly,2025-04-05,2025-07-05,Churned
S0544,C0524,4,Monthly,2026-01-22,,Active
S0545,C0525,3,Monthly,2025-04-09,2025-07-09,Upgraded
S0546,C0525,4,Monthly,2025-07-09,,Active
S0547,C0526,2,Monthly,2025-09-03,2026-05-03,Churned
S0548,C0527,2,Annual,2026-06-01,,Active
S0549,C0528,3,Monthly,2026-06-15,,Active
S0550,C0529,3,Annual,2026-03-27,,Active
S0551,C0530,2,Monthly,2025-08-11,2025-09-11,Churned
S0552,C0531,4,Annual,2026-02-02,,Active
S0553,C0532,1,Monthly,2026-02-07,2026-03-07,Churned
S0554,C0533,2,Monthly,2025-09-15,2025-10-15,Churned
S0555,C0534,1,Monthly,2026-01-06,2026-03-06,Upgraded
S0556,C0534,2,Monthly,2026-03-06,,Active
S0557,C0535,2,Monthly,2025-01-31,2025-04-30,Churned
S0558,C0536,1,Annual,2025-06-23,2026-06-23,Churned
S0559,C0537,1,Monthly,2025-12-11,2026-03-11,Churned
S0560,C0538,1,Monthly,2025-05-30,2025-06-30,Churned
S0561,C0539,1,Monthly,2025-05-11,2025-08-11,Upgraded
S0562,C0539,2,Monthly,2025-08-11,,Active
S0563,C0540,1,Monthly,2026-04-05,,Active
S0564,C0541,3,Annual,2026-06-29,,Active
S0565,C0542,1,Monthly,2025-12-30,,Active
S0566,C0543,1,Monthly,2026-04-10,,Active
S0567,C0544,1,Monthly,2026-06-18,,Active
S0568,C0545,1,Monthly,2025-04-06,,Active
S0569,C0546,1,Monthly,2025-10-20,2025-12-20,Churned
S0570,C0547,4,Annual,2025-09-21,,Active
S0571,C0548,2,Annual,2025-03-23,,Active
S0572,C0549,2,Monthly,2026-03-18,,Active
S0573,C0550,2,Monthly,2025-10-22,,Active
S0574,C0551,1,Annual,2025-11-17,,Active
S0575,C0552,3,Annual,2025-04-25,,Active
S0576,C0553,4,Monthly,2025-05-06,,Active
S0577,C0554,1,Annual,2026-05-15,,Active
S0578,C0555,1,Monthly,2025-02-12,2025-07-12,Churned
S0579,C0556,2,Monthly,2025-06-17,2025-10-17,Churned
S0580,C0557,1,Annual,2025-07-05,,Active
S0581,C0558,1,Annual,2025-11-10,,Active
S0582,C0559,2,Monthly,2026-01-30,2026-04-30,Upgraded
S0583,C0559,3,Monthly,2026-04-30,,Active
S0584,C0560,2,Annual,2025-11-04,,Active
S0585,C0561,1,Monthly,2025-03-20,2025-07-20,Churned
S0586,C0562,3,Annual,2025-06-20,2026-06-20,Churned
S0587,C0563,1,Monthly,2026-04-15,2026-06-15,Churned
S0588,C0564,1,Monthly,2026-01-02,,Active
S0589,C0565,3,Monthly,2026-01-02,,Active
S0590,C0566,2,Annual,2026-02-08,,Active
S0591,C0567,2,Monthly,2026-03-04,,Active
S0592,C0568,3,Monthly,2025-02-03,2026-04-03,Churned
S0593,C0569,2,Annual,2025-09-05,,Active
S0594,C0570,3,Monthly,2025-12-06,,Active
S0595,C0571,2,Monthly,2025-08-26,2026-01-26,Churned
S0596,C0572,2,Annual,2026-04-20,,Active
S0597,C0573,3,Monthly,2025-11-01,,Active
S0598,C0574,1,Monthly,2026-03-20,,Active
S0599,C0575,3,Annual,2026-04-05,,Active
S0600,C0576,1,Annual,2025-11-13,,Active
S0601,C0577,2,Monthly,2026-05-02,,Active
S0602,C0578,3,Annual,2026-01-03,,Active
S0603,C0579,2,Annual,2026-04-04,,Active
S0604,C0580,1,Monthly,2025-08-14,2026-04-14,Churned
S0605,C0581,2,Monthly,2025-11-14,2026-06-14,Churned
S0606,C0582,3,Annual,2025-12-11,,Active
S0607,C0583,4,Monthly,2025-03-20,,Active
S0608,C0584,2,Monthly,2025-09-22,2026-02-22,Upgraded
S0609,C0584,3,Monthly,2026-02-22,,Active
S0610,C0585,1,Monthly,2026-05-23,,Active
S0611,C0586,1,Monthly,2026-01-18,2026-05-18,Churned
S0612,C0587,2,Annual,2025-05-17,2026-05-17,Churned
S0613,C0588,1,Annual,2025-08-16,,Active
S0614,C0589,3,Annual,2025-05-08,,Active
S0615,C0590,2,Annual,2025-01-16,,Active
S0616,C0591,2,Monthly,2026-05-01,2026-06-01,Churned
S0617,C0592,2,Annual,2025-10-30,,Active
S0618,C0593,1,Monthly,2025-08-12,2025-11-12,Churned
S0619,C0594,2,Monthly,2026-01-24,,Active
S0620,C0595,2,Monthly,2025-01-30,2025-03-30,Churned
S0621,C0596,1,Monthly,2025-07-16,2025-08-16,Churned
S0622,C0597,2,Monthly,2026-02-25,,Active
S0623,C0598,2,Monthly,2026-01-15,,Active
S0624,C0599,2,Monthly,2026-06-04,,Active
S0625,C0600,4,Annual,2026-01-01,,Active
S0626,C0601,1,Monthly,2025-11-05,,Active
S0627,C0602,2,Annual,2026-03-30,,Active
S0628,C0603,3,Monthly,2026-05-15,,Active
S0629,C0604,1,Monthly,2026-02-09,2026-04-09,Churned
S0630,C0605,2,Annual,2026-06-14,,Active
S0631,C0606,3,Annual,2026-03-08,,Active
S0632,C0607,2,Monthly,2026-05-27,,Active
S0633,C0608,4,Annual,2025-03-31,2026-03-31,Churned
S0634,C0609,2,Monthly,2026-03-03,2026-04-03,Churned
S0635,C0610,2,Annual,2025-10-23,,Active
S0636,C0611,1,Annual,2025-12-11,,Active
S0637,C0612,1,Monthly,2026-01-02,,Active
S0638,C0613,2,Annual,2026-06-28,,Active
S0639,C0614,1,Monthly,2026-06-02,,Active
S0640,C0615,2,Monthly,2025-07-07,2025-11-07,Churned
S0641,C0616,1,Monthly,2026-03-01,,Active
S0642,C0617,1,Monthly,2026-03-15,2026-06-15,Churned
S0643,C0618,2,Monthly,2025-08-19,2025-10-19,Churned
S0644,C0619,2,Annual,2025-04-10,,Active
S0645,C0620,1,Monthly,2025-02-03,,Active
S0646,C0621,3,Annual,2026-03-04,,Active
S0647,C0622,1,Annual,2025-11-29,,Active
S0648,C0623,1,Annual,2026-06-25,,Active
S0649,C0624,4,Annual,2025-11-29,,Active
S0650,C0625,4,Annual,2026-06-16,,Active
S0651,C0626,2,Annual,2025-10-17,,Active
S0652,C0627,2,Monthly,2026-03-25,,Active
S0653,C0628,3,Annual,2025-03-20,,Active
S0654,C0629,2,Monthly,2025-12-14,,Active
S0655,C0630,1,Annual,2026-04-09,,Active
S0656,C0631,1,Monthly,2026-05-16,,Active
S0657,C0632,1,Monthly,2026-04-02,,Active
S0658,C0633,3,Monthly,2025-01-06,2026-01-06,Churned
S0659,C0634,2,Monthly,2025-09-23,2026-02-23,Churned
S0660,C0635,1,Monthly,2025-02-25,2025-09-25,Churned
S0661,C0636,1,Annual,2025-03-04,2026-03-04,Churned
S0662,C0637,1,Monthly,2026-02-03,,Active
S0663,C0638,3,Annual,2026-02-03,,Active
S0664,C0639,4,Monthly,2026-03-25,,Active
S0665,C0640,2,Annual,2026-05-10,,Active
S0666,C0641,3,Annual,2026-03-11,,Active
S0667,C0642,1,Monthly,2026-04-01,,Active
S0668,C0643,2,Annual,2025-02-28,,Active
S0669,C0644,2,Monthly,2025-06-14,2025-09-14,Upgraded
S0670,C0644,3,Monthly,2025-09-14,,Active
S0671,C0645,1,Monthly,2026-01-25,2026-05-25,Upgraded
S0672,C0645,2,Monthly,2026-05-25,,Active
S0673,C0646,2,Monthly,2026-04-22,,Active
S0674,C0647,3,Annual,2025-01-05,,Active
S0675,C0648,1,Monthly,2025-12-25,2026-01-25,Churned
S0676,C0649,2,Monthly,2026-02-16,2026-06-16,Churned
S0677,C0650,3,Monthly,2025-01-19,,Active
S0678,C0651,3,Monthly,2025-09-07,,Active
S0679,C0652,2,Monthly,2026-05-27,2026-06-27,Churned
S0680,C0653,1,Annual,2026-02-27,,Active
S0681,C0654,3,Annual,2025-06-13,2026-06-13,Churned
S0682,C0655,1,Monthly,2026-04-03,,Active
S0683,C0656,1,Monthly,2025-08-27,,Active
S0684,C0657,1,Monthly,2026-04-27,,Active
S0685,C0658,2,Monthly,2025-07-16,2026-02-16,Churned
S0686,C0659,2,Annual,2026-01-18,,Active
S0687,C0660,3,Annual,2025-09-07,,Active
S0688,C0661,2,Annual,2025-07-03,,Active
S0689,C0662,4,Monthly,2026-05-30,,Active
S0690,C0663,2,Monthly,2025-05-15,2025-06-15,Churned
S0691,C0664,2,Annual,2025-03-09,,Active
S0692,C0665,1,Monthly,2025-08-22,,Active
S0693,C0666,1,Annual,2026-02-01,,Active
S0694,C0667,2,Monthly,2026-04-03,,Active
S0695,C0668,3,Annual,2026-06-08,,Active
S0696,C0669,1,Monthly,2025-07-14,2025-08-14,Churned
S0697,C0670,2,Annual,2025-10-12,,Active
S0698,C0671,1,Monthly,2025-04-06,2025-06-06,Churned
S0699,C0672,2,Monthly,2026-01-11,,Active
S0700,C0673,1,Monthly,2026-06-11,,Active
S0701,C0674,1,Monthly,2026-02-15,,Active
S0702,C0675,1,Monthly,2026-01-18,,Active
S0703,C0676,3,Annual,2025-09-27,,Active
S0704,C0677,3,Annual,2026-05-26,,Active
S0705,C0678,1,Monthly,2025-11-09,,Active
S0706,C0679,1,Annual,2025-04-28,,Active
S0707,C0680,2,Monthly,2025-09-16,2026-02-16,Churned
S0708,C0681,1,Monthly,2025-02-06,2025-11-06,Churned
S0709,C0682,3,Monthly,2025-05-11,2025-10-11,Churned
S0710,C0683,2,Monthly,2025-01-23,2025-07-23,Churned
S0711,C0684,3,Monthly,2025-10-26,,Active
S0712,C0685,1,Monthly,2026-01-12,2026-04-12,Upgraded
S0713,C0685,2,Monthly,2026-04-12,2026-05-12,Churned
S0714,C0686,4,Annual,2025-08-05,,Active
S0715,C0687,3,Monthly,2025-10-06,,Active
S0716,C0688,3,Annual,2026-06-04,,Active
S0717,C0689,4,Monthly,2026-03-22,,Active
S0718,C0690,2,Monthly,2025-12-16,2026-06-16,Churned
S0719,C0691,1,Monthly,2025-07-14,,Active
S0720,C0692,2,Annual,2026-05-21,,Active
S0721,C0693,3,Annual,2025-06-25,,Active
S0722,C0694,3,Annual,2025-08-25,,Active
S0723,C0695,2,Monthly,2026-05-05,,Active
S0724,C0696,3,Annual,2025-12-19,,Active
S0725,C0697,1,Monthly,2026-03-28,2026-04-28,Churned
S0726,C0698,1,Monthly,2026-01-24,,Active
S0727,C0699,2,Annual,2026-01-11,,Active
S0728,C0700,2,Monthly,2025-07-13,2026-03-13,Churned
S0729,C0701,1,Monthly,2025-06-27,,Active
S0730,C0702,3,Annual,2025-08-02,,Active
S0731,C0703,2,Annual,2025-04-16,,Active
S0732,C0704,2,Monthly,2026-05-04,,Active
S0733,C0705,1,Monthly,2025-07-28,2025-12-28,Upgraded
S0734,C0705,2,Monthly,2025-12-28,2026-04-28,Churned
S0735,C0706,1,Annual,2025-12-02,,Active
S0736,C0707,3,Annual,2026-03-01,,Active
S0737,C0708,3,Annual,2026-03-11,,Active
S0738,C0709,1,Monthly,2025-10-07,2025-12-07,Churned
S0739,C0710,3,Annual,2025-11-15,,Active
S0740,C0711,3,Monthly,2026-06-09,,Active
S0741,C0712,3,Monthly,2026-02-10,2026-03-10,Churned
S0742,C0713,2,Monthly,2026-04-17,,Active
S0743,C0714,1,Monthly,2026-05-18,,Active
S0744,C0715,3,Monthly,2026-03-29,,Active
S0745,C0716,2,Monthly,2025-05-15,2025-10-15,Churned
S0746,C0717,1,Monthly,2025-12-18,2026-06-18,Churned
S0747,C0718,2,Monthly,2025-03-22,2025-08-22,Churned
S0748,C0719,2,Monthly,2026-01-06,,Active
S0749,C0720,2,Annual,2026-06-21,,Active
S0750,C0721,4,Monthly,2025-11-26,,Active
S0751,C0722,2,Annual,2025-10-10,,Active
S0752,C0723,1,Annual,2025-01-06,,Active
S0753,C0724,4,Annual,2026-06-11,,Active
S0754,C0725,1,Monthly,2025-03-09,2026-01-09,Upgraded
S0755,C0725,2,Monthly,2026-01-09,2026-05-09,Churned
S0756,C0726,1,Annual,2025-02-17,,Active
S0757,C0727,3,Annual,2025-06-26,,Active
S0758,C0728,4,Monthly,2025-02-17,,Active
S0759,C0729,3,Monthly,2025-10-04,,Active
S0760,C0730,2,Monthly,2025-12-10,2026-04-10,Upgraded
S0761,C0730,3,Monthly,2026-04-10,,Active
S0762,C0731,2,Monthly,2025-08-22,2026-05-22,Churned
S0763,C0732,3,Monthly,2025-02-10,2025-06-10,Upgraded
S0764,C0732,4,Monthly,2025-06-10,2025-08-10,Churned
S0765,C0733,4,Annual,2025-03-19,,Active
S0766,C0734,1,Monthly,2025-09-21,2026-02-21,Upgraded
S0767,C0734,2,Monthly,2026-02-21,,Active
S0768,C0735,3,Annual,2025-02-10,,Active
S0769,C0736,2,Monthly,2026-02-19,,Active
S0770,C0737,1,Monthly,2025-06-12,2025-09-12,Churned
S0771,C0738,1,Annual,2025-08-05,,Active
S0772,C0739,1,Monthly,2025-09-12,,Active
S0773,C0740,4,Annual,2025-10-14,,Active
S0774,C0741,2,Monthly,2025-01-01,2025-05-01,Churned
S0775,C0742,3,Annual,2025-03-28,,Active
S0776,C0743,1,Monthly,2026-05-17,,Active
S0777,C0744,3,Monthly,2025-01-02,2025-02-02,Churned
S0778,C0745,2,Annual,2025-11-27,,Active
S0779,C0746,4,Monthly,2025-11-26,2026-04-26,Churned
S0780,C0747,2,Annual,2025-08-01,,Active
S0781,C0748,3,Monthly,2025-10-06,,Active
S0782,C0749,2,Monthly,2026-03-12,,Active
S0783,C0750,2,Annual,2026-04-16,,Active
S0784,C0751,4,Annual,2025-07-23,,Active
S0785,C0752,2,Annual,2025-08-14,,Active
S0786,C0753,4,Monthly,2025-06-19,2025-08-19,Churned
S0787,C0754,1,Monthly,2025-11-01,,Active
S0788,C0755,2,Annual,2026-02-19,,Active
S0789,C0756,4,Annual,2025-06-28,2026-06-28,Churned
S0790,C0757,4,Monthly,2025-08-17,,Active
S0791,C0758,2,Annual,2026-06-14,,Active
S0792,C0759,2,Annual,2025-02-09,,Active
S0793,C0760,3,Monthly,2025-11-29,2026-03-29,Churned
S0794,C0761,1,Annual,2026-02-01,,Active
S0795,C0762,4,Monthly,2025-04-09,,Active
S0796,C0763,1,Annual,2025-02-04,2026-02-04,Churned
S0797,C0764,1,Monthly,2025-04-26,,Active
S0798,C0765,3,Annual,2026-05-15,,Active
S0799,C0766,2,Annual,2025-01-29,,Active
S0800,C0767,1,Monthly,2025-05-21,2025-08-21,Churned
S0801,C0768,1,Monthly,2025-01-18,,Active
S0802,C0769,4,Annual,2025-03-17,,Active
S0803,C0770,2,Annual,2026-01-07,,Active
S0804,C0771,4,Monthly,2025-06-17,,Active
S0805,C0772,1,Annual,2026-01-22,,Active
S0806,C0773,2,Annual,2026-01-30,,Active
S0807,C0774,1,Annual,2026-04-17,,Active
S0808,C0775,2,Monthly,2025-01-30,2025-09-30,Churned
S0809,C0776,1,Annual,2026-04-29,,Active
S0810,C0777,1,Annual,2026-01-17,,Active
S0811,C0778,2,Monthly,2025-05-14,2025-08-14,Churned
S0812,C0779,3,Monthly,2026-03-05,,Active
S0813,C0780,2,Annual,2026-04-09,,Active
S0814,C0781,2,Monthly,2025-07-28,2025-11-28,Churned
S0815,C0782,2,Annual,2026-05-05,,Active
S0816,C0783,2,Monthly,2025-10-13,,Active
S0817,C0784,3,Annual,2026-01-22,,Active
S0818,C0785,3,Monthly,2026-06-08,,Active
S0819,C0786,3,Monthly,2025-09-30,2025-10-30,Churned
S0820,C0787,1,Monthly,2026-04-20,,Active
S0821,C0788,2,Annual,2025-08-01,,Active
S0822,C0789,3,Annual,2026-04-08,,Active
S0823,C0790,4,Monthly,2026-01-23,2026-05-23,Churned
S0824,C0791,2,Monthly,2025-06-26,2025-08-26,Churned
S0825,C0792,2,Monthly,2025-10-29,,Active
S0826,C0793,3,Monthly,2025-08-27,2025-12-27,Churned
S0827,C0794,4,Monthly,2025-03-03,,Active
S0828,C0795,2,Monthly,2025-01-23,2025-09-23,Churned
S0829,C0796,1,Monthly,2025-08-04,2025-11-04,Churned
S0830,C0797,3,Annual,2025-01-03,,Active
S0831,C0798,3,Monthly,2025-05-22,,Active
S0832,C0799,1,Annual,2026-02-14,,Active
S0833,C0800,1,Annual,2026-02-19,,Active
S0834,C0801,2,Annual,2026-03-27,,Active
S0835,C0802,3,Annual,2025-08-03,,Active
S0836,C0803,3,Monthly,2026-05-17,,Active
S0837,C0804,1,Monthly,2026-01-26,,Active
S0838,C0805,1,Annual,2025-04-14,,Active
S0839,C0806,3,Monthly,2025-04-16,,Active
S0840,C0807,1,Monthly,2026-02-14,2026-03-14,Churned
S0841,C0808,2,Annual,2025-05-29,,Active
S0842,C0809,2,Annual,2025-11-02,,Active
S0843,C0810,1,Annual,2026-06-27,,Active
S0844,C0811,3,Monthly,2025-01-26,2025-03-26,Churned
S0845,C0812,1,Annual,2025-01-26,,Active
S0846,C0813,3,Monthly,2026-06-13,,Active
S0847,C0814,2,Annual,2026-01-16,,Active
S0848,C0815,2,Monthly,2025-04-12,,Active
S0849,C0816,3,Annual,2026-05-08,,Active
S0850,C0817,1,Monthly,2026-05-28,,Active
S0851,C0818,3,Annual,2025-12-16,,Active
S0852,C0819,1,Monthly,2026-01-23,2026-04-23,Upgraded
S0853,C0819,2,Monthly,2026-04-23,2026-06-23,Churned
S0854,C0820,4,Monthly,2025-07-04,,Active
S0855,C0821,1,Monthly,2025-02-23,,Active
S0856,C0822,2,Annual,2026-01-21,,Active
S0857,C0823,1,Monthly,2025-07-31,2025-09-30,Churned
S0858,C0824,2,Annual,2026-01-05,,Active
S0859,C0825,1,Monthly,2026-04-17,,Active
S0860,C0826,1,Monthly,2025-01-16,2025-03-16,Churned
S0861,C0827,1,Annual,2026-01-17,,Active
S0862,C0828,1,Monthly,2025-06-02,2025-08-02,Churned
S0863,C0829,3,Annual,2026-05-15,,Active
S0864,C0830,2,Monthly,2025-07-10,2025-10-10,Churned
S0865,C0831,1,Monthly,2026-01-20,,Active
S0866,C0832,4,Annual,2025-12-08,,Active
S0867,C0833,2,Monthly,2025-09-14,2025-12-14,Churned
S0868,C0834,1,Annual,2026-02-18,,Active
S0869,C0835,2,Annual,2026-02-02,,Active
S0870,C0836,2,Monthly,2026-01-25,,Active
S0871,C0837,2,Annual,2026-03-23,,Active
S0872,C0838,3,Monthly,2026-06-02,,Active
S0873,C0839,2,Monthly,2025-10-03,2026-01-03,Churned
S0874,C0840,4,Annual,2025-12-27,,Active
S0875,C0841,3,Annual,2025-01-09,2026-01-09,Churned
S0876,C0842,4,Annual,2026-04-26,,Active
S0877,C0843,2,Monthly,2025-12-16,,Active
S0878,C0844,2,Monthly,2025-10-11,,Active
S0879,C0845,3,Monthly,2025-03-09,2025-07-09,Churned
S0880,C0846,3,Annual,2026-05-21,,Active
S0881,C0847,1,Monthly,2025-09-04,2025-12-04,Churned
S0882,C0848,1,Annual,2026-02-12,,Active
S0883,C0849,1,Monthly,2025-04-11,2025-06-11,Churned
S0884,C0850,1,Annual,2026-06-05,,Active
S0885,C0851,4,Monthly,2025-05-11,,Active
S0886,C0852,3,Annual,2025-05-17,,Active
S0887,C0853,1,Annual,2026-04-21,,Active
S0888,C0854,2,Monthly,2026-05-03,,Active
S0889,C0855,1,Monthly,2025-06-27,,Active
S0890,C0856,3,Monthly,2025-11-27,,Active
S0891,C0857,4,Monthly,2026-03-22,,Active
S0892,C0858,1,Monthly,2026-05-29,,Active
S0893,C0859,2,Monthly,2025-09-13,2026-04-13,Churned
S0894,C0860,4,Annual,2025-12-26,,Active
S0895,C0861,2,Monthly,2026-03-23,,Active
S0896,C0862,3,Annual,2026-03-18,,Active
S0897,C0863,1,Monthly,2026-03-06,,Active
S0898,C0864,1,Monthly,2026-01-18,,Active
S0899,C0865,3,Annual,2025-03-28,2026-03-28,Churned
S0900,C0866,1,Monthly,2026-05-31,,Active
S0901,C0867,3,Annual,2026-05-14,,Active
S0902,C0868,3,Annual,2026-04-08,,Active
S0903,C0869,1,Annual,2025-03-24,,Active
S0904,C0870,2,Annual,2025-05-03,2026-05-03,Churned
S0905,C0871,3,Annual,2026-03-05,,Active
S0906,C0872,4,Monthly,2025-01-18,,Active
S0907,C0873,1,Monthly,2026-06-30,,Active
S0908,C0874,3,Annual,2025-09-10,,Active
S0909,C0875,1,Monthly,2026-02-13,,Active
S0910,C0876,4,Monthly,2026-05-10,,Active
S0911,C0877,3,Annual,2025-09-14,,Active
S0912,C0878,1,Monthly,2025-08-01,2025-11-01,Churned
S0913,C0879,3,Monthly,2026-01-19,2026-05-19,Churned
S0914,C0880,3,Annual,2026-01-19,,Active
S0915,C0881,3,Annual,2025-10-10,,Active
S0916,C0882,1,Monthly,2026-01-09,2026-04-09,Churned
S0917,C0883,3,Monthly,2026-06-23,,Active
S0918,C0884,3,Monthly,2025-11-06,2026-01-06,Churned
S0919,C0885,1,Monthly,2025-05-02,2025-10-02,Churned
S0920,C0886,1,Annual,2025-09-02,,Active
S0921,C0887,4,Monthly,2025-09-27,,Active
S0922,C0888,2,Monthly,2025-04-11,,Active
S0923,C0889,2,Annual,2025-05-04,,Active
S0924,C0890,3,Annual,2026-02-25,,Active
S0925,C0891,1,Annual,2025-08-05,,Active
S0926,C0892,3,Monthly,2026-06-11,,Active
S0927,C0893,2,Monthly,2025-06-01,2025-07-01,Churned
S0928,C0894,1,Monthly,2025-03-22,,Active
S0929,C0895,4,Annual,2026-03-22,,Active
S0930,C0896,3,Monthly,2026-05-24,,Active
S0931,C0897,1,Annual,2025-07-09,,Active
S0932,C0898,4,Monthly,2025-05-11,,Active
S0933,C0899,4,Annual,2025-05-30,,Active
S0934,C0900,3,Monthly,2025-12-26,,Active
S0935,C0901,1,Monthly,2025-11-02,2026-06-02,Churned
S0936,C0902,1,Annual,2025-07-22,,Active
S0937,C0903,3,Annual,2025-02-23,,Active
S0938,C0904,4,Monthly,2025-11-17,2026-02-17,Churned
S0939,C0905,1,Annual,2026-06-20,,Active
S0940,C0906,2,Monthly,2026-01-01,2026-02-01,Churned
S0941,C0907,1,Monthly,2025-11-01,2026-04-01,Upgraded
S0942,C0907,2,Monthly,2026-04-01,2026-05-01,Churned
S0943,C0908,2,Monthly,2025-03-02,2025-08-02,Churned
S0944,C0909,2,Annual,2025-07-05,,Active
S0945,C0910,1,Annual,2025-07-31,,Active
S0946,C0911,2,Monthly,2026-03-20,2026-04-20,Churned
S0947,C0912,2,Monthly,2026-05-25,,Active
S0948,C0913,2,Monthly,2026-05-10,,Active
S0949,C0914,4,Annual,2026-06-29,,Active
S0950,C0915,1,Monthly,2026-06-06,,Active
S0951,C0916,1,Monthly,2026-06-28,,Active
S0952,C0917,2,Monthly,2025-02-01,,Active
S0953,C0918,2,Annual,2025-04-01,2026-04-01,Churned
S0954,C0919,1,Monthly,2025-08-03,,Active
S0955,C0920,4,Annual,2025-12-25,,Active
S0956,C0921,1,Annual,2025-03-08,,Active
S0957,C0922,1,Annual,2026-04-14,,Active
S0958,C0923,3,Monthly,2026-01-15,2026-04-15,Upgraded
S0959,C0923,4,Monthly,2026-04-15,,Active
S0960,C0924,4,Annual,2025-12-25,,Active
S0961,C0925,2,Monthly,2025-05-11,2025-07-11,Churned
S0962,C0926,1,Monthly,2025-07-01,,Active
S0963,C0927,1,Annual,2025-05-12,2026-05-12,Churned
S0964,C0928,1,Monthly,2026-04-09,2026-06-09,Churned
S0965,C0929,2,Annual,2026-01-23,,Active
S0966,C0930,3,Annual,2026-03-24,,Active
S0967,C0931,2,Monthly,2025-07-03,2025-09-03,Churned
S0968,C0932,2,Monthly,2025-09-24,2025-10-24,Churned
S0969,C0933,3,Annual,2025-10-03,,Active
S0970,C0934,1,Monthly,2026-03-20,2026-04-20,Churned
S0971,C0935,1,Monthly,2026-03-13,,Active
S0972,C0936,3,Monthly,2025-06-10,2025-10-10,Churned
S0973,C0937,1,Monthly,2026-06-15,,Active
S0974,C0938,1,Monthly,2025-04-10,2025-08-10,Churned
S0975,C0939,1,Monthly,2026-05-25,,Active
S0976,C0940,2,Monthly,2025-03-30,2025-08-30,Churned
S0977,C0941,2,Monthly,2025-07-26,2026-05-26,Churned
S0978,C0942,2,Monthly,2026-04-14,,Active
S0979,C0943,2,Annual,2025-05-16,2026-05-16,Churned
S0980,C0944,2,Annual,2025-10-14,,Active
S0981,C0945,1,Monthly,2025-10-25,2026-02-25,Upgraded
S0982,C0945,2,Monthly,2026-02-25,2026-03-25,Churned
S0983,C0946,3,Annual,2025-06-17,,Active
S0984,C0947,4,Annual,2026-02-14,,Active
S0985,C0948,2,Monthly,2026-04-13,,Active
S0986,C0949,1,Monthly,2026-05-12,,Active
S0987,C0950,3,Annual,2025-08-18,,Active
S0988,C0951,1,Monthly,2025-12-22,,Active
S0989,C0952,1,Monthly,2025-06-13,,Active
S0990,C0953,4,Annual,2025-06-25,2026-06-25,Churned
S0991,C0954,1,Monthly,2025-05-26,2025-06-26,Churned
S0992,C0955,1,Monthly,2026-06-13,,Active
S0993,C0956,2,Monthly,2026-05-29,,Active
S0994,C0957,2,Annual,2026-03-06,,Active
S0995,C0958,2,Monthly,2025-12-29,2026-01-29,Churned
S0996,C0959,1,Monthly,2025-11-09,,Active
S0997,C0960,3,Annual,2025-12-18,,Active
S0998,C0961,1,Annual,2025-12-09,,Active
S0999,C0962,4,Annual,2025-10-14,,Active
S1000,C0963,1,Monthly,2025-04-11,,Active
S1001,C0964,1,Monthly,2025-04-22,2025-07-22,Upgraded
